Brand,Size,Price,Saleprice,Icon,Sku,Product Url,Description,Time,Available
Lululemon,L,68.00,,,127651100,/p/tops-swim/Waterside-High-Waisted-Med-Bottom/_/prod10370211,Which way to the beach? These high-waist swim bottoms keep you feeling covered and confident all day.,19:37:14,Available
Lululemon,L,74.00,,,123000074,/p/women-underwear/Smooth-Seamless-Hipster-5Pack/_/prod10100030,"Lightweight, super-smooth underwear that stays put—even during practice. You'll probably need a bunch.",19:37:15,Not instock
Lululemon,L,78.00,,,127550676,/p/tops-swim/Waterside-UVP-Long-Sleeve-Rash-Guard/_/prod10370220,Stay out in the sun all day. This fitted long-sleeve top gives you lightweight sun protection.,19:37:15,Not instock
Lululemon,L,48.00,,,113825115,/p/women-underwear/Smooth-Seamless-Thong-3-Pack/_/prod8760185,"Lightweight, super-smooth underwear that stays put—even during practice. You'll probably want to wear them every day.",19:37:15,Available
Lululemon,8,58.00,,,114806261,/p/women-tanks/Swiftly-Relaxed-Tank/_/prod9820391,"You asked, we listened. The updated Swiftly collection has added spandex so it won’t bag out during sweaty workouts. Your favourite top just got better.",19:37:15,Available
Lululemon,0,58.00,,,127675637,/p/women-shorts/Wunder-Under-Short-10/_/prod10440281,"The one that started it all. Lunge, train, or flow in our versatile Wunder Under collection. Minimal seaming, a wide waistband, and performance fabric make these a sweaty staple.",19:37:15,Available
Lululemon,L,128.00,,,127600931,/p/tops-swim/Waterside-OnePiece/_/prod10370214,"An instant vacation classic, this one-piece merges straight straps with a plunging back.",19:37:15,Available
Lululemon,0,128.00,,,124900036,/p/womens-leggings/Fast--Free-Tight-Tall-Reflective-31/_/prod10390026,"100% pure running freedom. The Fast and Free collection, powered by Nulux™ fabric, is about unrestricted movement and incredibly lightweight coverage that passes the squat test.",19:37:15,Available
Lululemon,L,168.00,,,124877125,/p/skirts-and-dresses-dresses/Revera-Duster/_/prod9960734,"Wear this flowing dress open 
or closed. Water-resistant 
fabric keeps you covered in 
transitional weather.",19:37:15,Available
Lululemon,10,228.00,,,127775082,/p/jackets-and-hoodies-jackets/Zoned-In-Jacket/_/prod10370234,"Zone in, run strong, stay protected. Powered by SenseKnit™ technology, this jacket has zoned ventilation and element protection where you need it.",19:37:16,Available
Lululemon,L,68.00,,,127675815,/p/tops-swim/Waterside-Relaxed-UVP-Short-Sleeve/_/prod10370216,The sun's out and you're ready for it. This lightweight top gives you sun protection.,19:37:16,Not instock
Lululemon,10,68.00,,,127600709,/p/tops-swim/Waterside-Swim-Top-C-Short-Sleeve/_/prod10370218,Jump in. This swim top isn't your typical triangle bikini. Built-in cups give you shape and coverage.,19:37:16,Available
Lululemon,10,68.00,,,127600531,/p/tops-swim/Waterside-Swim-Top-D-Short-Sleeve/_/prod10370219,Jump in. This swim top isn't your typical triangle bikini. Built-in cups give you shape and coverage.,19:37:16,Available
Lululemon,10,248.00,,,118926320,/p/jackets-and-hoodies-jackets/Pack-it-Down-Jacket-Long/_/prod9490208,"Layering season is here. Wear this packable, travel-friendly down jacket on its own, or under a rain-proof shell for added warmth.",19:37:17,Available
Lululemon,0,68.00,,,118325222,/p/women-shorts/LA-Sweat-Short/_/prod9750508,"A reputation, a vibe, a way of  life. Designed in LA for you.  Reach for these shorts to  experience next-level comfort.",19:37:17,Available
Lululemon,L,68.00,,,127675916,/p/tops-swim/Waterside-UVP-Short-Sleeve-Rash-Guard/_/prod10370221,Stay out in the sun all day. This fitted short-sleeve top gives you lightweight sun protection.,19:37:17,Available
Lululemon,8,168.00,,,127426925,/p/womens-outerwear/Long-Horizons-Hoodie/_/prod10370143,"Wherever you're heading, stay comfortable and covered in this long, cozy hoodie.",19:37:17,Available
Lululemon,0,58.00,,,126975036,/p/tops-long-sleeve/LA-Back-in-Action-Long-Sleeve/_/prod9750526,"A reputation, a vibe, a way of  life. Designed in LA for you.  This super-soft and breathable top will help keep you cool  and comfortable after studio  sessions.",19:37:17,Available
Lululemon,0,58.00,,,123031046,/p/womens-t-shirts/Love-Crew-III-Waffle/_/prod10400457,"Love the crew you're in. Day in and day out, you'll rely on this super-soft tee.",19:37:17,Available
Lululemon,L,68.00,,,127600836,/p/tops-swim/Waterside-V-Swim-Top-CD/_/prod10370222,Which way to the beach? This classic top is a natural for sunning or swimming.,19:37:17,Available
Lululemon,8,148.00,,,127427892,/p/jackets-and-hoodies-jackets/Non-Stop-Bomber-Sueded/_/prod10490001,"Hello there, shoulder season. Got some chills and raindrops planned? This light-as-air, insulated, reversible bomber can't wait.",19:37:17,Available
Lululemon,10,68.00,,,123050746,/p/tops-swim/Train-to-Beach-HighRise-Short-10/_/prod9960871,"Sweat it out, then take a dip. These high-rise shorts have you covered from circuits to swim.",19:37:17,Not instock
Lululemon,0,108.00,,,118325263,/p/womens-outerwear/LA-Back-in-Action-Crew/_/prod9750569,"A reputation, a vibe, a way of  life. Designed in LA for you.  This super-soft pullover has a  drapey silhouette for  comfortable coverage and easy  layering.",19:37:18,Not instock
Lululemon,0,58.00,,,125400036,/p/women-tanks/Power-Pivot-Tank-Rib/_/prod9750455,"Take this cropped tank for a spin, literally. Wear it as a v-neck or turn it around for more coverage in the front.",19:37:18,Not instock
Lululemon,L,74.00,,,123000098,/p/women-underwear/Smooth-Seamless-Thong-5-Pack/_/prod10100031,"Lightweight, super-smooth underwear that stays put—even during practice. You'll probably need a bunch.",19:37:18,Not instock
Lululemon,10,198.00,,,103000166,/p/jackets-and-hoodies-jackets/Pack-It-Down-Jacket/_/prod9090082,"Layering season is here. Wear this packable, travel-friendly down jacket on its own, or under a rain-proof jacket for added warmth.",19:37:19,Not instock
Lululemon,10,138.00,,,112975929,/p/tops-swim/Wade-the-Waters-LS-One-Piece/_/prod9600537,"This long-sleeved paddle suit protects you from the sun and has a sleek, held-in feel.",19:37:19,Not instock
Lululemon,L,78.00,,,122800051,/p/womens-t-shirts/Skreppa-Short-Sleeve/_/prod9960736,"Designed for life on the move, this
tee is an ideal base layer.",19:37:19,Available
Lululemon,0,48.00,,,127450266,/p/women-tanks/Cool-Racerback-Tank-Short-Nulu/_/prod9750445,"Focus. Focus. Focus. Our
yogi-favourite Cool Racerback tank,
powered by Nulu™ fabric, has a
contoured fit so it stays put
(and out of your way).",19:37:19,Not instock
Lululemon,10,68.00,,,127600644,/p/tops-swim/Waterside-Swim-Top-AB-Short-Sleeve/_/prod10370217,Jump in. This swim top isn't your typical triangle bikini. Built-in cups give you shape and coverage.,19:37:19,Available
Lululemon,8,58.00,,,117250872,/p/women-tanks/Train-to-Be-Tank/_/prod9820396,"Train hard in this soft, sweat-wicking top. Its breathable open-hole construction helps keep you cool as the intensity picks up.",19:37:19,Available
Lululemon,10,118.00,,,3741920,/p/women-pants/Fast-And-Free-Crop-II/_/prod8620003,"100% pure running freedom. The Fast and Free collection, powered by Nulux™ fabric, is about unrestricted movement and incredibly lightweight coverage that passes the squat test.",19:37:19,Not instock
Lululemon,L,58.00,,,127575799,/p/tops-swim/Waterside-Medium-Rise-Skimpy-Bottom/_/prod10370213,Which way to the beach? These swim bottoms are made for chilling in the sun and surf.,19:37:19,Available
Lululemon,L,68.00,,,127675575,/p/tops-swim/Honeycomb-Dip-Swim-Top-BC/_/prod10370123,"Time for a dip? This long-line swim top has adjustable, straight straps so you can customize your fit (and minimize your tan lines).",19:37:20,Available
Lululemon,0,68.00,,,127700476,/p/women-shorts/Everlux-and-Mesh-HighRise-Short-10/_/prod10370180,"Don't let a little sweat stop you. Powered by quick-drying Everlux™ fabric, these shorts are here for hot and humid training sessions.",19:37:20,Available
Lululemon,8,44.00,,,123125365,/p/women-tanks/Muscle-Love-Crop-Tank-Graphic/_/prod10450002,"Whether you're up for tranquil vibes or a big sweat, the low armholes in this training-friendly top keep the breeze flowing. ",19:37:21,Available
Lululemon,L,68.00,,,127575746,/p/tops-swim/Waterside-HW-Full-Bottom-Honeycomb/_/prod10370210,Just add sunshine. These swim bottoms have coverage and a cut you'll want to hang out in all day.,19:37:21,Not instock
Lululemon,10,138.00,,,127425490,/p/women-sweaters-and-wraps/Engineered-Warmth-Pullover/_/prod10370097,"Designed to perform on outdoor adventures, this merino wool-blend half zip is a technical layer for your cold-weather wardrobe.",19:37:21,Available
Lululemon,L,58.00,,,127651162,/p/tops-swim/Honeycomb-Dip-MidRise-Skimpy-Bottom/_/prod10370119,"Time for a dip? These skimpy swim bottoms have a mid rise in the front and back, and sit high on your hips.",19:37:21,Available
Lululemon,8,68.00,,,122825723,/p/women-sports-bras/Energy-Bra-High-Neck-Long-Line/_/prod9990002,Voted most likely to be worn multiple times a week. This all-sport bra is a favourite for comfort and versatility.,19:37:21,Available
Lululemon,L,128.00,,,127675384,/p/tops-swim/Honeycomb-Dip-Skimpy-OnePiece/_/prod10370121,Time for a dip? This one-piece is ready for swimming and sunshine with a skimpy cut and customizable straps and closure.,19:37:21,Available
Lululemon,L,68.00,,,127550567,/p/tops-swim/Waterside-Medium-Rise-Med-Bottom/_/prod10370212,Which way to the beach? These classic bottoms are a natural for sunning or swimming.,19:37:21,Available
Lululemon,L,68.00,,,127451198,/p/tops-swim/Honeycomb-Dip-SHR-Extra-Skimpy-Bottom/_/prod10370120,"Time for a dip? When you want to balance coverage with a little skin, reach for these extra-high swim bottoms with an extra-skimpy cut.",19:37:21,Not instock
Lululemon,8,68.00,,,110450279,/p/skirts-and-dresses-skirts/Pace-Rival-Skirt-Regular-No-Panels/_/prod8900667,"Pockets in your skirt, that's a yes. From tennis to trail running, drop-in pockets let you keep essentials close.",19:37:22,Available
Lululemon,L,68.00,,,127451199,/p/tops-swim/Honeycomb-Dip-Square-Top-AB/_/prod10370122,Time for a dip? This swim top is ready to chill by the pool and features a structured front v detail for an extra peek of skin.,19:37:22,Available
Lululemon,8,68.00,,,123176276,/p/women-sports-bras/Energy-Bra-High-Neck-Long-Line-Tough/_/prod9960679,Give it your all. This bra has added performance yarns that are tough yet smooth to help resist snags during movements like push presses or chest-to-deck burpees.,19:37:22,Available
Lululemon,L,128.00,,,127675249,/p/tops-swim/Waterside-High-Neck-OnePiece/_/prod10370209,"Which way to the beach? When you want to feel covered, but not too covered, reach for this one-piece swimsuit that has a high neck and plunging back.",19:37:22,Available
Lululemon,8,68.00,,,117250966,/p/womens-t-shirts/Train-to-Be-Short-Sleeve-Stripe/_/prod9820354,"Train hard in this soft, sweat-wicking top. Its breathable open-hole construction helps keep you cool as the intensity picks up.",19:37:22,Available
Lululemon,10,148.00,,,124150072,/p/womens-outerwear/Engineered-Warmth-Half-Zip-W/_/prod10250313,"Designed to perform on outdoor adventures, this merino wool-blend half zip is a technical layer for your cold-weather wardrobe.",19:37:22,Available
Lululemon,0,98.00,,,127550184,/p/womens-outerwear/Twist-BacktoFront-Pullover/_/prod10370201,"Made from a fabric that's soft 
on the outside and sleek and 
cool next to skin, this 
pullover feels fresh and 
smooth after a sweaty yoga 
class.",19:37:22,Not instock
Lululemon,0,64.00,,,127025036,/p/womens-t-shirts/LA-All-Yours-Tee/_/prod9750432,"The All Yours collection is made from soft, comfortable fabrics and easy-to-wear silhouettes that feel amazing and go with just about everything.",19:37:23,Available
Lululemon,0,118.00,,,127525800,/p/women-pants/Invigorate-HR-Crop-17/_/prod10440285,"Focus on your strength, not your sweat. Powered by Everlux™, our fastest drying fabric, the highly breathable Invigorate collection handles heat and sweat during intense workouts.",19:37:23,Available
Lululemon,0,128.00,,,127653313,/p/women-pants/Invigorate-HR-31-Tight/_/prod10440036,"Focus on your strength, not your sweat. Powered by Everlux™ fabric, the Invigorate collection handles heat and sweat during intense
workouts.",19:37:24,Available
Lululemon,10,148.00,,,127775892,/p/jackets-and-hoodies-jackets/Another-Mile-Vest/_/prod9750593,Add another mile to your cold-weather run. This vest helps protect you from the elements and has stretchy fabric where you need to move.,19:37:24,Not instock
Lululemon,14,108.00,,,124876682,/p/womens-joggers/Ready-to-Rulu-78-Jogger/_/prod10190224,"These soft, sweat-wicking joggers have you covered for warming up, cooling down, and chilling out.",19:37:24,Not instock
Lululemon,0,118.00,,,125001830,/p/womens-joggers/Beyond-the-Studio-78-Jogger/_/prod10190147,"These comfy, sweat-wicking joggers are made for quick exits after class.",19:37:24,Available
Lululemon,0,58.00,,,127575380,/p/women-shorts/Wunder-Train-HighRise-Short-4/_/prod10370225,"Train hard, not hot. Powered by Everlux™, the Wunder Train collection is highly breathable and quickly wicks sweat so you feel less sweaty during (and after) your workout.",19:37:24,Not instock
Lululemon,0,138.00,,,125026614,/p/womens-trousers/Your-True-Trouser-78-Pant/_/prod10190250,"You may have slept through your alarm, but these pants will have you flying out the door looking effortlessly put together.",19:37:24,Available
Lululemon,L,74.00,,,114808069,/p/womens-t-shirts/Train-to-Be-SS/_/prod9600524,For the days you just want to train in a tee – we designed this short sleeve to satisfy your comfort cravings while you get sweaty. ,19:37:25,Available
Lululemon,12,198.00,,,3834118,/p/jackets-and-hoodies-jackets/Cross-Chill-Jacket/_/prod9200641,"Some of the very best runs are on super cold days. Ergo, a sleek, warm jacket with strategically placed mobility panels and water protection.",19:37:25,Not instock
Lululemon,0,118.00,,,114805224,/p/tops-long-sleeve/In-the-Moment-Shirt/_/prod9750514,"Unexpected work meeting or 
surprise dinner date? Stay in 
the moment in this voluminous 
blouse, designed to make you 
look and feel ready for 
anything.",19:37:25,Available
Lululemon,0,168.00,,,107385362,/p/jackets-and-hoodies-jackets/Seek-The-Sky-Jacket/_/prod9370238,Escape for the day. This packable jacket transforms from a belt bag into the perfect layer for long walks through cityscapes or dewy forest trails.,19:37:25,Available
Lululemon,0,118.00,,,127825771,/p/jackets-and-hoodies-jackets/Mist-Over-Windbreaker/_/prod9270522,"Be ready for changing weather on runs and hikes. This stretchy, water-repellent jacket packs into its own pocket when you don’t need it.",19:37:26,Not instock
Lululemon,0,148.00,,,127775574,/p/jackets-and-hoodies-jackets/Goal-Smasher-Jacket-Pleated/_/prod9820315,Beat your best time in this lightweight run jacket. Stretch panels and water-repellent fabric keep you moving through wet weather and the hood packs away when the skies are clear.,19:37:26,Available
Lululemon,0,108.00,,,127676097,/p/womens-outerwear/HuggedWaist-Cotton-Pullover/_/prod10370124,"Expand your comfort zone. This
pullover has extra volume on
top and a super-wide,
hip-hugging waistband that
pairs well with downtime.",19:37:26,Available
Lululemon,8,128.00,,,108175055,/p/jackets-and-hoodies-jackets/Dance-Studio-Jacket-III/_/prod2380293,"Relax into this lightweight, reversible jacket. It's made for easy layering before and after class.",19:37:26,Available
Lululemon,10,68.00,,,122851319,/p/women-tanks/Reveal-Crop-Tank-Velocity/_/prod9960796,Feel the breeze as you build the heat. This soft racerback has open-hole  construction for airflow after  training or during hot studio  flows.,19:37:26,Available
Lululemon,0,68.00,,,118150320,/p/women-shorts/Inner-Glow-Short-3-French-Terry/_/prod9900024,"Sunny days with nothing to do but relax. These soft, effortless shorts get it.",19:37:26,Not instock
Lululemon,0,128.00,,,113801088,/p/jackets-and-hoodies-jackets/Slip-into-the-Moment-Short-Jkt/_/prod9750616,"This fluid jacket brings a soft touch to transitional seasons. Made with smooth and silky water-repellent fabric, it protects you from light rain
while feeling light and breezy.",19:37:26,Not instock
Lululemon,8,138.00,,,3826202,/p/jackets-and-hoodies-jackets/Pack-It-Up-Jacket/_/prod9090085,"When the weather's temperamental, this jacket has your back. Its DWR-treated fabric helps keep you dry, and it packs into itself for easy storage when the rain stops.",19:37:26,Available
Lululemon,L,64.00,,,130525051,/p/women-tanks/Train-to-Be-Tank-Shibori/_/prod9730223,"Train hard in this soft, sweat-wicking top. Its breathable open-hole construction helps keep you cool as the intensity picks up.",19:37:26,Available
Lululemon,0,128.00,,,127550543,/p/jackets-and-hoodies-jackets/Always-Effortless-Jacket/_/prod9370052,Grey clouds or blue skies—this water-repellent jacket has a lining that's so soft you'll want to wear it no matter the forecast.,19:37:27,Not instock
Lululemon,8,228.00,,,111875096,/p/jackets-and-hoodies-jackets/Another-Mile-Jacket/_/prod9490277,Add another mile to your cold-weather run. This jacket helps protects you from the elements and has stretchy fabric where you need to move.,19:37:27,Not instock
Lululemon,0,58.00,,,127675281,/p/womens-t-shirts/Relaxed-Fit-Cotton-Tee/_/prod10370182,"Made with soft organic cotton, 
this classic tee is a 
feel-good top in a feel-good 
fabric with a feel-good fit, 
so you can feel good about 
wearing it.",19:37:27,Available
Lululemon,8,54.00,,,106700066,/p/women-sports-bras/Ebb-To-Street-Bra-II/_/prod9270834,"Reach your full expression  of every pose. Soft fabric moves with you as you bend and twist in this convertible-strap bra.",19:37:27,Available
Lululemon,14,88.00,,,3825385,/p/women-pants/Wunder-Under-Crop-Hi-Rise-Luxtreme/_/prod650005,"Lunge, ride, or flow in the versatile Wunder Under collection. Minimal seaming, a wide waistband, and performance fabric make these a sweaty staple.",19:37:27,Not instock
Lululemon,8,68.00,,,127500343,/p/women-shorts/Hotty-Hot-Short-II-Long-Emboss/_/prod10500001,Max out that stride. We designed these run shorts with a little extra room so you can move freely.,19:37:27,Available
Lululemon,ONE SIZE,98.00,,,127427427,/p/women-sweaters-and-wraps/Forward-Flow-Poncho/_/prod9370136,"Designed with warmth and versatility in mind, this layering piece is perfect for travel days and walks to the studio. Wear it as a cape or a scarf—you've got options.",19:37:27,Available
Lululemon,0,58.00,,,127452060,/p/women-tanks/Run-and-Train-Racerback-Tank/_/prod10370170,"Feel unrestricted in your 
workout. This tank offers an 
easy fit that moves with you 
no matter how hard you go.",19:37:28,Not instock
Lululemon,8,68.00,,,125026449,/p/women-shorts/Invigorate-HR-Short-10/_/prod9750507,"Focus on your strength, not your sweat. Powered by Everlux™, our fastest drying fabric, the highly breathable Invigorate collection handles heat and sweat during intense workouts.",19:37:28,Available
Lululemon,32 B,88.00,,,117325111,/p/women-sports-bras/All-Powered-Up-Bra/_/prod9820293,"Get ready to get sweaty. This technical bra keeps you powered up with support for medium-impact workouts like cycling, cardio, and HIIT.",19:37:28,Available
Lululemon,6,98.00,,,3742373,/p/women-pants/Wunder-Under-HR-78/_/prod8520006,"Lunge, ride, or flow, these versatile tights are designed to fit like a second skin—perfect for however you choose to sweat.",19:37:28,Not instock
Lululemon,8,108.00,,,115125212,/p/womens-outerwear/All-Yours-Cropped-Hoodies/_/prod9610135,Your post-practice glow is even better in this incredibly comfortable oversized cropped pullover.,19:37:29,Available
Lululemon,8,108.00,,,129150227,/p/womens-joggers/LA-Extreme-Low-Rise-Jogger/_/prod10390023,"A reputation, a vibe, a way of life. Designed in LA for you. Lean hard into relaxation. These super-low rise cotton joggers bring next-level comfort after a tough workouts.",19:37:29,Available
Lululemon,M/L,128.00,,,127676675,/p/womens-outerwear/Soft-Oversized-Zip-Hoodie/_/prod10370177,"Throw on this soft hoodie 
after working out to keep that 
post-sweat glow going. A 
quick-drying liner helps keep 
you feeling fresh on the go.",19:37:29,Available
Lululemon,0,98.00,,,125650046,/p/womens-trousers/Keep-Moving-HR-Crop/_/prod9960714,"When life gets busy, these versatile, relaxed-fitting
crops keep up.",19:37:29,Not instock
Lululemon,8,48.00,,,3804160,/p/women-tanks/Cool-Racerback-II/_/prod8260230,,19:37:29,Not instock
Lululemon,14,68.00,,,104458490,/p/tops-short-sleeve/Swiftly-Breathe-SS/_/prod10120025,"Go ahead, get sweaty. The
relaxed Swiftly Breathe
collection, powered by
seamless construction, is the
ultimate gear for running and
training.",19:37:30,Not instock
Lululemon,4,68.00,,,3788181,/p/skirts-and-dresses-skirts/Pace-Rival-Skirt/_/prod3770004,"Pockets in your skirt, that's a yes. From tennis to trail running, drop-in pockets let you keep essentials close.",19:37:30,Not instock
Lululemon,8,78.00,,,117404930,/p/women-shorts/Soft-Ambitions-High-Rise-Short-4/_/prod9820464,"Calling all softness seekers! These trouser-inspired shorts boast a smooth, heavyweight fabric that delivers cozy vibes.",19:37:30,Not instock
Lululemon,0,68.00,,,127925274,/p/womens-t-shirts/All-Yours-Tee-Graphic/_/prod9960626,"The All Yours collection is
made from soft, comfortable
fabrics and easy-to-wear
silhouettes that feel amazing
and go with just about
everything.",19:37:30,Available
Lululemon,8,68.00,,,107403587,/p/women-shorts/Fast-And-Free-Short-6-Inches-NR/_/prod9370121,"100% pure running freedom. The Fast and Free collection, powered by Nulux™ fabric, is about unrestricted movement and incredibly lightweight coverage that passes the squat test.",19:37:30,Not instock
Lululemon,8,68.00,,,101776911,/p/womens-t-shirts/Swiftly-Tech-SS-Breeze/_/prod9030598,"You asked, we listened. The updated Swiftly collection has added spandex so it won’t bag out during sweaty workouts. Your favourite top just got better.",19:37:30,Not instock
Lululemon,8,98.00,,,122827231,/p/women-pants/Wunder-Under-Super-HR-Tight-Fullux/_/prod9360079,"Train, flow, and restore in the versatile Wunder Under
collection. Powered by Luxtreme™ fabric, these tights are a sweaty staple.",19:37:30,Not instock
Lululemon,0,148.00,,,123351033,/p/jackets-and-hoodies-jackets/Non-Stop-Bomber/_/prod8430430,"Hello there, shoulder season. Got some chills and raindrops planned? This light-as-air, insulated, reversible bomber can't wait.",19:37:31,Available
Lululemon,0,128.00,,,107375998,/p/jackets-and-hoodies-jackets/Far-and-Free-Jacket/_/prod10370105,"With a stowable hood and 
plenty of storage, feel 
ready to run no matter 
the conditions or the distance.",19:37:31,Available
Lululemon,8,198.00,,,113800287,/p/jackets-and-hoodies-jackets/Rain-Chaser-Jacket/_/prod9750607,"Wind in your hair, raindrops on your face. This cropped jacket has waterproof fabric and ventilation for running trails or running errands.",19:37:31,Available
Lululemon,8,58.00,,,109927248,/p/women-shorts/Inner-Glow-Short-3-Modal/_/prod9490235,Enjoy some rest and relaxation in these soft and effortlessly comfortable shorts.,19:37:31,Available
Lululemon,10,98.00,,,127653140,/p/womens-outerwear/AirWrap-Crew/_/prod10370066,"Continue your cooldown after
the sweat stops. This
lightweight layer feels cool
and smooth and helps wick
sweat after an intense workout.",19:37:32,Available
Lululemon,0,98.00,,,123125908,/p/womens-joggers/Ready-to-Rulu-Jogger-Crop/_/prod9960789,"These soft, sweat-wicking crops have you covered for warming up, cooling down, and chilling out.",19:37:32,Available
Lululemon,0,58.00,,,127675883,/p/women-shorts/Speed-Up-Short-Long-HR-4/_/prod9890125,Make it a long one. The Speed Up collection features a lightweight waistband and easy-access pockets so you can focus on your run—not your gear.,19:37:32,Available
Lululemon,8,88.00,,,3741486,/p/women-pants/Wunder-Under-Crop-Hi-Rise-Full-On-Lux/_/prod2080037,"Train, flow, and restore in the versatile Wunder Under collection. Powered by Luxtreme™ fabric, these crops are a sweaty staple.",19:37:32,Not instock
Lululemon,40 E,98.00,,,118925368,/p/women-sports-bras/Enlite-Bra-Weave/_/prod9370109,"Running never felt so good. This revolutionary bra is powered by Ultralu™, our smooth fabric, to give you comfortable support and a natural shape.",19:37:32,Not instock
Lululemon,8,248.00,,,111500373,/p/jackets-and-hoodies-jackets/Break-a-Trail-Jacket/_/prod9600483,There are few things as refreshing as running in the rain. Wear this waterproof jacket over your favourite base layer and go for it.,19:37:32,Available
Lululemon,M/L,138.00,,,131625049,/p/jackets-and-hoodies-jackets/Textured-Cropped-Jacket/_/prod10440042,"Unwind your mind in this soft, 
textured jacket. With 
sweat-wicking and quick-drying 
fabric, it's ready for 
relaxing after a workout.",19:37:33,Available
Lululemon,0,128.00,,,127900249,/p/womens-outerwear/HuggedWaist-Cotton-Zip-Hoodie/_/prod10370125,"Expand your comfort zone. This
hoodie has extra volume on top
and a super-wide, hip-hugging
waistband that pairs well with
downtime.",19:37:33,Not instock
Lululemon,0,78.00,,,127925082,/p/tops-long-sleeve/Draped-Bum-Covering-Long-Sleeve/_/prod10370096,"Float on those post-yoga vibes 
all day in this soft top. The 
relaxed silhouette and fluid 
fabric might make you feel 
like your feet will never 
touch the ground again.",19:37:33,Available
Lululemon,10,58.00,,,3747962,/p/women-tanks/Essential-Tank-Pleated/_/prod9490369,"The essential you reach for
practice after practice. We
designed this stretchy,
sweat-wicking tank to be the
easiest decision of your day.",19:37:33,Not instock
Lululemon,8,68.00,,,123025148,/p/women-sports-bras/Free-To-Be-Bra-Wild-High-Neck/_/prod9270883,"Meet you at yoga? This strappy open-back bra is ready for all the ways you move, stretch, and open.",19:37:33,Not instock
Lululemon,8,98.00,,,3821042,/p/womens-outerwear/Scuba-Crew/_/prod9090093,"This pullover is a perfect
pre- and post-training layer.
It's breathable, warm, and
comfortable. What more could
you ask for?",19:37:34,Not instock
Lululemon,10,128.00,,,124925397,/p/women-sweaters-and-wraps/Rulu-Rally-Wrap/_/prod9270745,Create cozy moments every day in this high-neck wrap made from our soft Rulu™ fabric.,19:37:34,Available
Lululemon,8,88.00,,,123028365,/p/tops-long-sleeve/Wunder-Train-Cropped-Long-Sleeve/_/prod9960900,"Train hard, not hot. Powered
by Everlux™ fabric, the Wunder
Train collection manages heat
and sweat so you stay
comfortable and focused.",19:37:34,Available
Lululemon,XS,18.00,,,113125907,/p/women-underwear/Smooth-Seamless-Hipster/_/prod1360087,"Lightweight, super-smooth underwear that stays put—even during practice. You'll probably want to wear them every day.",19:37:34,Available
Lululemon,8,58.00,,,117250410,/p/women-tanks/Muscle-Love-Crop-Tank-Tough/_/prod9820380,"Low armholes on this
train-friendly top keep things
breezy where it counts.",19:37:34,Available
Lululemon,XS,18.00,,,3831487,/p/women-underwear/Soft-Breathable-Bikini/_/prod1720403,"Holding tree pose with your eyes closed is easier when you're not adjusting underwear. These soft, breathable undies stay put.",19:37:34,Available
Lululemon,20,48.00,,,123127310,/p/womens-t-shirts/Love-Tee-V/_/prod8690610,"A soft pima cotton fabric
V-neck tee with a curved hem
that hits exactly where you
want it to. You might need a
few.",19:37:35,Available
Lululemon,8,78.00,,,119875139,/p/womens-t-shirts/Swiftly-Tech-Short-Sleeve-2-City/_/prod10080064,"Rep your city. The Swiftly
Tech collection, powered by
seamless construction, is the
ultimate gear for running and
training.",19:37:35,Available
Lululemon,8,52.00,,,3722770,/p/women-sports-bras/Invigorate-Bra/_/prod8430416,"Sweaty skin, meet cooling breeze. This multi-sport, racerback bra has mesh fabric ventilation.",19:37:35,Not instock
Lululemon,8,68.00,,,107375615,/p/skirts-and-dresses-skirts/Play-Off-The-Pleats-Skirt/_/prod8900670,"Lunge for that tennis ball or max out your run stride. Side slits give you lots of mobility, while pleated panels keep you covered.",19:37:36,Not instock
Lululemon,8,88.00,,,127600271,/p/womens-leggings/Align-Crop-Super-HR-21/_/prod9610030,"When feeling nothing is everything. The Align collection, powered by Nulu™ fabric, is so weightless and buttery soft, all you feel is your practice.",19:37:36,Not instock
Lululemon,8,58.00,,,122500042,/p/women-sports-bras/Like-a-Cloud-Bra/_/prod9960745,This yoga bra’s made with marshmallowy-soft foam cups and supple fabric to keep you comfortable during your practice—but we won’t be surprised if you wear it all day.,19:37:36,Available
Lululemon,10,44.00,,,115125044,/p/women-tanks/All-Yours-Crop-Tank/_/prod9960619,"The All Yours collection is
made from soft, comfortable
fabrics and easy-to-wear
silhouettes that feel amazing
and go with just about
everything.",19:37:36,Available
Lululemon,8,228.00,,,106075233,/p/jackets-and-hoodies-jackets/Rain-Rebel-Jacket/_/prod9280037,"Shake off wet weather with this sleek rain jacket. The waterproof exterior and soft, sweat-wicking liner will keep you happy and dry.",19:37:36,Not instock
Lululemon,XXL,18.00,,,3713293,/p/women-underwear/Smooth-Seamless-Thong/_/prod1360090,"Lightweight, super-smooth underwear that stays put—even during practice. You'll probably want to wear them every day.",19:37:36,Not instock
Lululemon,0,68.00,,,130000048,/p/tops-short-sleeve/Ribbed-Contoured-VNeck-SS/_/prod10480034,"From sun salutations to
restful moments in savasana,
this yoga top flows with you.
The flexible, ribbed texture
with a cool, smooth sensation
feels great next to your skin.",19:37:37,Available
Lululemon,10,68.00,,,127451672,/p/women-sports-bras/Energy-Bra-HN-LL/_/prod9910060,Voted most likely to be worn multiple times a week. This all-sport bra is a favourite for comfort and versatility.,19:37:37,Available
